,MntMeatProducts,MntFishProducts,Income,MntFruits,MntSweetProducts,NumDealsPurchases,Dt_Customer,NumWebPurchases,NumCatalogPurchases,MntGoldProds,NumWebVisitsMonth,Response,Year_Birth,Teenhome,Education_2n_Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,AcceptedCmp5_0,AcceptedCmp5_1,AcceptedCmp1_0,AcceptedCmp1_1
1075,1.7195844616024893,0.7227549963148778,1.4421320327008926,3.8148991913997903,2.6879962370955073,-0.6858866249126978,-0.03670800141421537,-0.03053224037003586,1.4843536216542685,1.418406673669644,-1.779197893111658,-0.41861210749003763,-0.651493764283058,0,0,0,1,0,0,1,0,0,1
1076,-0.2656592925475305,0.37487658636315485,1.3951525568303778,0.4450639006855793,0.41038349948758923,-0.6858866249126978,-0.34846974669431113,0.689385848355018,1.4843536216542685,-0.0004194164962483906,-1.3670142877160523,-0.41861210749003763,1.0177610621327633,0,0,0,0,0,1,0,1,1,0
1078,-0.39859972251293363,-0.3391896235377502,-0.08921511742193962,-0.3093768360414829,-0.4134338736897427,-0.1682363419597184,0.9678576222660932,-0.03053224037003586,-0.5687196185467573,-0.03876606758181304,-0.13046347152923427,-0.41861210749003763,-0.06725457503752058,0,0,0,0,1,0,1,0,1,0
1079,-0.7132254067643876,-0.6504492534945548,-0.4487519225534318,-0.6111531307323078,-0.6557331010948404,-0.6858866249126978,-0.39300713887718197,-1.1104093734576166,-0.9108984919135951,-0.7865257637503237,0.6939037392619777,-0.41861210749003763,0.7673728381703901,0,0,0,0,0,1,1,0,1,0
1080,0.7402566275240197,0.5030423163453686,0.5611470145270263,2.0545374723699785,1.573419791032058,-0.6858866249126978,1.2350819753633182,-0.03053224037003586,0.11563812818691793,1.3992333481268615,-1.3670142877160523,-0.41861210749003763,-0.3176427989998938,0,0,0,1,0,0,1,0,1,0
1081,-0.18589503456828863,-0.3025708435428319,-0.6204906698045746,-0.4099689342717579,-0.34074410546821343,1.9023647898521991,-1.1649886033802763,1.049344892717545,-0.22654074517991973,-0.5372725316941535,1.5182709500531897,2.3888463379521307,0.18313364892485265,0,0,0,1,0,0,1,0,1,0
1082,1.6885650279438953,0.48473292634790943,1.0869496177648819,0.3947678515704418,1.35535048636747,-0.6858866249126978,-1.5955167278146942,0.3294268039924911,1.142174748287431,1.0541134883567795,-0.9548306823204462,2.3888463379521307,-1.0688074708870134,0,0,0,1,0,0,1,0,1,0
1083,-0.7043627114333607,-0.6504492534945548,-0.47012438819180385,-0.6614491798474453,-0.6557331010948404,-0.6858866249126978,0.18597895950013876,-1.4703684178201437,-0.9108984919135951,-0.8440457403786708,-0.5426470769248403,-0.41861210749003763,1.1012238034535544,0,0,0,1,0,0,1,0,1,0
1084,2.9913812416048455,1.1255615762589781,0.922721194887597,0.7719882199339729,0.26500396304453067,-0.6858866249126978,-0.7839464702601592,0.3294268039924911,1.8265324950211062,1.7060065568113787,-0.9548306823204462,2.3888463379521307,0.09967090760406157,0,0,0,0,1,0,1,0,0,1
1087,-0.28338468320958426,1.2537273062411918,1.2868520814179916,0.017547483206910682,0.6526827268926869,-1.203536907865677,-0.9274558450716318,1.7692629814425989,2.1687113683879438,0.7089936285866977,-0.13046347152923427,2.3888463379521307,-0.9018819882454313,0,0,0,0,0,1,0,1,0,1
1088,-0.6999313637678474,-0.6504492534945548,-0.3384140719119672,-0.6614491798474453,-0.6315031783543306,-0.6858866249126978,1.4676661345405324,-1.1104093734576166,-0.9108984919135951,-0.7865257637503237,0.2817201338663717,-0.41861210749003763,1.1846865447743455,0,0,0,1,0,0,1,0,1,0
1089,1.0814703977685542,3.7071855659007116,0.7767492520042111,2.6077940126364907,0.11962442660147207,-0.6858866249126978,1.2350819753633182,-0.03053224037003586,1.4843536216542685,-0.019592742039030716,-1.3670142877160523,2.3888463379521307,-0.9018819882454313,0,0,0,0,0,1,1,0,1,0
1090,2.9958125892703587,-0.22933328355299554,1.3421408523404343,-0.18363671325363923,1.6461095592535873,-0.6858866249126978,1.596329711957715,0.689385848355018,1.142174748287431,-0.11545936975294234,-1.3670142877160523,-0.41861210749003763,0.35005913156643476,0,0,0,0,0,1,0,1,1,0
1091,-0.6600492347782264,-0.3391896235377502,-0.5216180483934143,-0.46026498338689537,-0.4618937191707623,-0.1682363419597184,1.433025940620522,-0.7504503290950897,-0.5687196185467573,-0.6139658338652828,-0.13046347152923427,-0.41861210749003763,0.4335218728872259,0,0,0,0,0,1,1,0,1,0
1092,0.9839807491272587,0.0819263464038092,0.7638059270194774,-0.08304461502336428,-0.14690472354413533,-0.6858866249126978,0.2156705542887193,-0.03053224037003586,0.7999958749205932,0.5939536753300036,-1.3670142877160523,-0.41861210749003763,-0.8184192469246402,0,0,0,1,0,0,1,0,1,0
1097,0.89535379581699,0.5396610963402868,1.1450347860605696,1.350392784758054,0.2892338857850404,-0.6858866249126978,-1.2491147886145877,-0.3904912847325628,0.11563812818691793,-0.05793939312459537,-1.779197893111658,-0.41861210749003763,1.4350747687367187,0,1,0,0,0,0,1,0,1,0
1098,-0.7176567544299011,-0.6870680334894731,-0.9850210416740042,-0.6614491798474453,-0.6557331010948404,-0.6858866249126978,-0.3880585397457519,-1.1104093734576166,-0.9108984919135951,-0.8248724148358884,0.6939037392619777,-0.41861210749003763,1.1012238034535544,0,0,0,0,1,0,1,0,1,0
1100,1.1656660034133097,2.7184785060379197,1.2616445565248835,3.3873827739211215,3.2452844601272317,-1.203536907865677,0.4433061143345035,-0.03053224037003586,1.4843536216542685,-0.3263659507235479,-1.779197893111658,2.3888463379521307,0.5169846142080169,0,0,0,1,0,0,0,1,0,1
1102,0.17304412633829977,-0.22933328355299554,-0.5488629485156007,-0.18363671325363923,-0.19536456902515487,1.9023647898521991,0.11174997252868737,1.049344892717545,-0.22654074517991973,0.19131383893157486,1.1060873446575836,-0.41861210749003763,1.4350747687367187,0,0,0,1,0,0,1,0,1,0
1103,-0.6068730627920651,-0.5589023035072593,0.03754158065386313,-0.6111531307323078,-0.486123641911272,-0.1682363419597184,0.5323808987002452,-0.03053224037003586,-0.5687196185467573,-0.6523124849508475,-0.13046347152923427,-0.41861210749003763,0.09967090760406157,0,0,0,1,0,0,1,0,1,0
1104,-0.6689119301092532,-0.5589023035072593,-0.8878262586867908,-0.6614491798474453,-0.5103535646517818,-0.6858866249126978,1.2697221692833287,-0.7504503290950897,-0.9108984919135951,-0.4414059039802419,1.1060873446575836,-0.41861210749003763,0.2665963902456437,0,0,0,1,0,0,1,0,1,0
1105,1.0327255734479066,-0.37580840353266837,0.9506851686200464,0.6713961217036979,1.5976497137725678,-0.6858866249126978,0.631352881328847,-0.03053224037003586,0.7999958749205932,-0.8440457403786708,-1.3670142877160523,-0.41861210749003763,-0.7349565056038492,0,0,0,0,0,1,1,0,0,1
1107,-0.6822059731057936,-0.41242718352758656,-1.475389295339456,-0.5608570816171703,-0.4618937191707623,-0.1682363419597184,0.11669857166011748,-0.7504503290950897,-0.9108984919135951,-0.5180992061513712,-0.13046347152923427,-0.41861210749003763,0.09967090760406157,0,1,0,0,0,0,1,0,1,0
1108,-0.4296191561715277,-0.3025708435428319,0.5279497828532185,0.14328760599475437,0.11962442660147207,-0.1682363419597184,1.007446415317534,0.689385848355018,-0.22654074517991973,-0.5372725316941535,-0.13046347152923427,-0.41861210749003763,0.4335218728872259,0,1,0,0,0,0,1,0,1,0
1110,1.249861609058065,0.8875395062920097,0.9797677013017937,0.7468401953764041,0.14385434934198182,-0.6858866249126978,-0.6701286902372671,-0.7504503290950897,-0.22654074517991973,-0.5372725316941535,-1.779197893111658,-0.41861210749003763,-1.2357329535285957,0,0,0,1,0,0,1,0,1,0
1111,-0.230208511223423,-0.13778633356570003,1.1765142307765268,0.47021192524314803,3.221054537386722,-0.6858866249126978,-0.6503342937115467,1.409303937080072,-0.22654074517991973,0.018753909046533936,-0.13046347152923427,2.3888463379521307,1.1846865447743455,0,1,0,0,0,0,1,0,0,1
1113,2.410874697422585,1.6016057161929147,1.8587952413143887,-0.18363671325363923,2.1307080140637824,-1.203536907865677,1.0965211996832755,-0.03053224037003586,1.142174748287431,-0.11545936975294234,-1.779197893111658,-0.41861210749003763,-0.7349565056038492,0,0,0,0,1,0,1,0,1,0
1114,-0.6600492347782264,-0.6321398634970958,-1.4372783939955178,-0.5860051061747391,-0.6315031783543306,0.349413940993261,0.25031074820872995,-0.3904912847325628,-0.9108984919135951,-0.8440457403786708,1.1060873446575836,-0.41861210749003763,1.2681492860951367,0,0,0,0,0,1,1,0,1,0
1116,-0.6600492347782264,-0.6321398634970958,-0.7461687574649829,-0.6111531307323078,-0.6557331010948404,-0.6858866249126978,0.48289490738594426,-1.1104093734576166,-0.5687196185467573,-0.3838859273518949,1.1060873446575836,2.3888463379521307,1.1846865447743455,0,0,0,0,0,1,1,0,1,0
1117,-0.5005207188197427,0.48473292634790943,-0.6385873556628597,0.3193237778977356,0.022704735639433017,-0.6858866249126978,0.3542313299687619,-0.3904912847325628,0.7999958749205932,2.0894730676670252,0.2817201338663717,2.3888463379521307,1.1846865447743455,0,0,0,0,1,0,1,0,1,0
1118,-0.6910686684368205,-0.5405929135098003,-1.183005975699746,-0.08304461502336428,-0.5103535646517818,-0.6858866249126978,-0.8680726554944708,-0.7504503290950897,-0.5687196185467573,0.03792723458931626,1.1060873446575836,-0.41861210749003763,-0.23418005767910272,0,0,1,0,0,0,1,0,1,0
1121,-0.5536968908059039,-0.6504492534945548,-0.8246276780514552,-0.6614491798474453,-0.6315031783543306,-0.1682363419597184,-1.1402456077231258,-0.7504503290950897,-0.5687196185467573,-0.7290057871219767,0.6939037392619777,-0.41861210749003763,0.8508355794911813,0,0,0,0,0,1,1,0,1,0
1123,-0.6378924964506592,0.1002357364012683,-0.14865853587034633,-0.23393276236877672,-0.1711346462846451,-0.6858866249126978,0.8243482474546205,-0.7504503290950897,-0.5687196185467573,-0.6714858104936298,-0.9548306823204462,-0.41861210749003763,0.8508355794911813,0,0,0,1,0,0,1,0,1,0
1128,-0.7220881020954145,-0.6504492534945548,-1.4248144514176262,-0.5860051061747391,-0.5830433328733111,-0.6858866249126978,-0.8878670520201911,-1.4703684178201437,-0.9108984919135951,-0.6331391594080651,-0.5426470769248403,-0.41861210749003763,1.3516120274159276,0,0,1,0,0,0,1,0,1,0
1129,2.885028897632523,-0.6870680334894731,0.46942518068459227,0.06784353232204816,0.14385434934198182,-0.6858866249126978,0.8045538509289002,1.049344892717545,1.142174748287431,1.3033667204129498,-0.5426470769248403,2.3888463379521307,-1.4026584361701777,0,1,0,0,0,0,1,0,1,0
1132,-0.6511865394471995,-0.5772116935047185,-0.3816783341294568,-0.5608570816171703,-0.5830433328733111,-0.6858866249126978,1.6408671041405856,-1.1104093734576166,-0.9108984919135951,-0.5372725316941535,-0.13046347152923427,-0.41861210749003763,0.7673728381703901,0,0,0,1,0,0,1,0,1,0
1134,2.5836972563776093,-0.6870680334894731,0.8251668750952521,2.8089782090970408,-0.19536456902515487,-0.6858866249126978,0.5472266960945354,1.049344892717545,0.7999958749205932,-0.09628604421016002,-0.5426470769248403,2.3888463379521307,1.3516120274159276,0,0,0,1,0,0,0,1,0,1
1135,-0.2656592925475305,-0.48566474351742295,-0.10299736161864682,-0.5357090570596016,-0.4618937191707623,-0.1682363419597184,1.5715867163005643,0.3294268039924911,-0.5687196185467573,-0.2880192996379833,0.2817201338663717,-0.41861210749003763,0.4335218728872259,0,1,0,0,0,0,1,0,1,0
1137,1.0105688351203395,1.4368212062157828,1.3362284693227164,1.2498006865277789,-0.6557331010948404,-0.6858866249126978,-0.33857254843145096,-0.03053224037003586,1.142174748287431,-0.6139658338652828,-1.779197893111658,2.3888463379521307,-0.568031022962267,0,0,0,0,0,1,1,0,1,0
1138,-0.6955000161023339,-0.6504492534945548,-1.6486061383450283,-0.5608570816171703,-0.6072732556138208,-0.1682363419597184,1.5616895180377042,-0.3904912847325628,-0.9108984919135951,-0.7673524382075414,-0.13046347152923427,-0.41861210749003763,1.6854629926990918,0,0,0,0,1,0,1,0,1,0
1141,-0.6245984534541189,-0.5589023035072593,-0.602913314887035,-0.6614491798474453,-0.29228425998719393,-0.6858866249126978,-0.7938436685230194,-0.7504503290950897,-0.9108984919135951,-0.7865257637503237,-0.13046347152923427,-0.41861210749003763,1.6854629926990918,0,0,0,1,0,0,1,0,1,0
1142,-0.7043627114333607,-0.6138304734996367,-1.2370163935372767,-0.5357090570596016,-0.4618937191707623,-0.1682363419597184,1.507254927591973,-0.7504503290950897,-0.5687196185467573,-0.4605792295230242,0.2817201338663717,-0.41861210749003763,0.7673728381703901,0,1,0,0,0,0,1,0,1,0
1144,0.36359207595537757,0.22840146638348202,0.4409418760113974,2.4569058652910782,0.26500396304453067,-0.6858866249126978,0.5818668900145461,0.689385848355018,0.7999958749205932,1.725179882354161,-0.9548306823204462,-0.41861210749003763,-1.9868976254157154,0,0,0,1,0,0,1,0,1,0
1145,-0.6290298011196324,-0.6504492534945548,-1.2380950039526712,-0.6614491798474453,-0.6072732556138208,0.8670642239462404,0.9629090231346631,-0.7504503290950897,-0.5687196185467573,-0.7865257637503237,-0.5426470769248403,-0.41861210749003763,0.4335218728872259,0,0,0,0,1,0,1,0,1,0
1146,-0.4783639804921755,-0.6504492534945548,-0.4028910056322148,-0.4854130079444641,-0.5588134101328013,-0.1682363419597184,0.6511472778545674,-0.3904912847325628,-0.5687196185467573,-0.3263659507235479,0.2817201338663717,2.3888463379521307,1.0177610621327633,0,0,0,1,0,0,1,0,1,0
1149,-0.7043627114333607,-0.6870680334894731,-1.0255288550521524,-0.6614491798474453,-0.6557331010948404,-0.6858866249126978,-1.3381895729803295,-1.1104093734576166,-0.9108984919135951,-0.6714858104936298,1.5182709500531897,2.3888463379521307,1.4350747687367187,0,0,0,1,0,0,1,0,1,0
1150,0.07112313003149072,0.2650202463784002,0.2103589383204004,0.3444718024553043,-0.1711346462846451,-0.1682363419597184,-0.021862204019925092,1.7692629814425989,0.11563812818691793,-0.26884597409520095,0.2817201338663717,-0.41861210749003763,-2.1538231080572974,0,0,0,0,0,1,1,0,1,0
1153,2.499501650732854,0.026998176411431898,1.2343197593348902,0.2187316796674606,2.6637663143549974,-0.6858866249126978,-1.4421101547403614,0.3294268039924911,2.1687113683879438,1.3417133714985146,-1.3670142877160523,2.3888463379521307,0.4335218728872259,0,0,0,1,0,0,0,1,1,0
1157,0.31927859930024316,3.652257395908334,0.17848000826540808,1.9790933986972723,3.511813610272839,-0.6858866249126978,-1.0759138190145345,1.049344892717545,0.11563812818691793,-0.6714858104936298,-0.5426470769248403,-0.41861210749003763,0.4335218728872259,0,0,0,1,0,0,1,0,1,0
1158,1.400527429685522,1.5649869361979964,1.0851119852053208,1.350392784758054,-0.34074410546821343,-0.6858866249126978,1.596329711957715,-0.3904912847325628,-0.22654074517991973,-0.5947925083225005,-1.779197893111658,-0.41861210749003763,-0.651493764283058,0,0,0,1,0,0,1,0,1,0
1163,1.9367204972126477,-0.06454877357586361,1.1360463659322824,0.47021192524314803,-0.02575510984158651,-0.6858866249126978,-1.5955167278146942,0.689385848355018,0.4578170015537556,0.19131383893157486,-1.3670142877160523,-0.41861210749003763,2.1027766993030474,0,0,0,1,0,0,1,0,1,0
1168,-0.02193517094429146,-0.15609572356315912,0.9945087103121849,1.2246526619702103,3.0029852327221342,-0.6858866249126978,-0.20990897101426856,-0.03053224037003586,0.4578170015537556,1.0157668372712148,-1.3670142877160523,-0.41861210749003763,-1.736509401453342,0,0,0,1,0,0,1,0,1,0
1169,1.1435092650857424,2.205815586109065,1.1748763408864835,0.3444718024553043,0.7980622633357455,-0.6858866249126978,0.9678576222660932,-0.3904912847325628,0.4578170015537556,0.11462053676044556,-1.779197893111658,-0.41861210749003763,0.01620816628327049,0,0,0,1,0,0,1,0,1,0
1170,-0.7309507974264414,-0.6321398634970958,-1.5111032846491843,-0.6614491798474453,-0.5830433328733111,-0.6858866249126978,1.0965211996832755,-1.1104093734576166,-0.9108984919135951,-0.690659136036412,-0.13046347152923427,-0.41861210749003763,2.2697021819446292,0,0,1,0,0,0,1,0,1,0
1171,-0.726519449760928,-0.5589023035072593,-1.2830371045941078,-0.5105610325020329,-0.5103535646517818,-0.6858866249126978,1.2350819753633182,-1.1104093734576166,-0.9108984919135951,-0.6139658338652828,1.1060873446575836,-0.41861210749003763,0.4335218728872259,0,1,0,0,0,0,1,0,1,0
1172,1.6841336802783817,0.8875395062920097,0.8775394030427395,1.4258368584307601,1.7430292502156264,-0.6858866249126978,-1.5757223312889739,1.409303937080072,-0.22654074517991973,-0.21132599746685396,-0.13046347152923427,-0.41861210749003763,1.768925734019883,0,0,0,0,0,1,1,0,1,0
1174,-0.6733432777747667,-0.6870680334894731,-1.139462073744932,-0.08304461502336428,-0.21959449176566462,-0.1682363419597184,-0.9076614485459115,-0.7504503290950897,-0.9108984919135951,-0.5756191827797181,1.1060873446575836,-0.41861210749003763,0.8508355794911813,0,0,1,0,0,0,1,0,1,0
1179,3.3148696211873263,1.0340146262716825,1.5336541238738093,2.3563137670608034,2.833375773538566,-0.6858866249126978,1.0767268031575552,-0.3904912847325628,0.4578170015537556,0.9965935117284326,-1.779197893111658,-0.41861210749003763,1.852388475340674,0,0,0,0,1,0,0,1,1,0
1184,-0.6910686684368205,-0.6870680334894731,-1.0104283092366297,-0.6363011552898765,-0.6557331010948404,-0.6858866249126978,1.492409130197683,-1.1104093734576166,-0.9108984919135951,-0.8248724148358884,0.6939037392619777,-0.41861210749003763,0.18313364892485265,0,0,0,1,0,0,1,0,1,0
1185,-0.7043627114333607,-0.6504492534945548,-1.19527017560812,-0.5608570816171703,-0.6557331010948404,-0.6858866249126978,0.11174997252868737,-1.1104093734576166,-0.9108984919135951,-0.7481791126647591,-0.13046347152923427,-0.41861210749003763,1.3516120274159276,0,0,0,1,0,0,1,0,1,0
1190,1.6929963756094086,3.267760205961693,1.0519147535315132,0.9983204409520916,0.943441799778804,-0.6858866249126978,-0.991787633780223,0.3294268039924911,1.142174748287431,1.0541134883567795,-0.9548306823204462,2.3888463379521307,0.09967090760406157,0,0,0,0,1,0,1,0,1,0
1197,-0.1327188625821274,-0.41242718352758656,0.7128315977586125,0.19358365510989187,-0.6557331010948404,-0.1682363419597184,-0.501876319768644,0.3294268039924911,-0.22654074517991973,-0.6331391594080651,1.1060873446575836,-0.41861210749003763,0.01620816628327049,0,0,0,0,1,0,1,0,1,0
1198,0.4079055526105119,-0.06454877357586361,1.0317806924441495,-0.46026498338689537,0.19231419482300136,-0.6858866249126978,1.32910535886049,-0.3904912847325628,0.7999958749205932,0.6898203030439153,-1.779197893111658,-0.41861210749003763,0.2665963902456437,0,0,0,0,0,1,1,0,1,0
1203,-0.7043627114333607,-0.6138304734996367,-1.476507854288754,-0.6111531307323078,-0.5830433328733111,-0.1682363419597184,-1.3530353703746196,-1.1104093734576166,-0.5687196185467573,-0.5947925083225005,0.6939037392619777,2.3888463379521307,0.8508355794911813,0,0,0,1,0,0,1,0,1,0
1204,2.3133850487812895,0.8509207262970915,0.5748094131220229,-0.4099689342717579,-0.4134338736897427,-0.6858866249126978,0.18597895950013876,-0.3904912847325628,0.4578170015537556,-0.8440457403786708,-1.779197893111658,-0.41861210749003763,-0.9853447295662224,0,0,0,0,1,0,1,0,1,0
1206,2.8096959873187943,-0.3025708435428319,1.2931639497747445,1.8533532759094284,0.943441799778804,-0.6858866249126978,0.6659930752488576,0.689385848355018,2.1687113683879438,-0.8440457403786708,-1.3670142877160523,-0.41861210749003763,-0.3176427989998938,0,0,0,0,0,1,0,1,1,0
1207,-0.6999313637678474,-0.6870680334894731,-1.3541055464084326,-0.35967288515662044,-0.31651418272770365,-0.6858866249126978,0.5472266960945354,-0.7504503290950897,-0.9108984919135951,-0.7098324615791944,0.6939037392619777,-0.41861210749003763,1.768925734019883,0,0,0,1,0,0,1,0,1,0
1213,3.3060069258562996,-0.22933328355299554,0.9056631709108028,0.8222842690491103,-0.19536456902515487,-0.6858866249126978,-0.5958997032658158,0.3294268039924911,2.1687113683879438,0.28718046664548647,-0.9548306823204462,-0.41861210749003763,0.01620816628327049,0,0,0,1,0,0,0,1,1,0
1218,1.4980170783268174,1.1255615762589781,0.6565441134885822,-0.6614491798474453,0.07116458112045254,-0.6858866249126978,0.43340891607164334,-0.03053224037003586,2.1687113683879438,0.018753909046533936,-1.3670142877160523,-0.41861210749003763,1.852388475340674,0,0,0,0,0,1,1,0,1,0
1220,-0.726519449760928,-0.6138304734996367,-1.7300611989742631,0.47021192524314803,-0.5103535646517818,0.349413940993261,-1.5955167278146942,-0.3904912847325628,-0.5687196185467573,-0.03876606758181304,1.1060873446575836,-0.41861210749003763,1.4350747687367187,0,0,1,0,0,0,1,0,1,0
1221,-0.7220881020954145,-0.6321398634970958,-1.03943094485057,-0.5105610325020329,-0.6315031783543306,-0.6858866249126978,0.36412852823162206,-1.1104093734576166,-0.9108984919135951,-0.6714858104936298,1.1060873446575836,-0.41861210749003763,0.35005913156643476,0,0,0,1,0,0,1,0,1,0
1222,-0.2567965972165036,0.19178268638856383,1.0007007330672273,0.8725803181642479,2.300317473247351,-0.6858866249126978,-0.8185866641801698,0.3294268039924911,1.4843536216542685,-0.05793939312459537,-0.5426470769248403,-0.41861210749003763,-0.9853447295662224,0,1,0,0,0,0,1,0,0,1
1226,-0.2700906402130439,-0.32088023354029105,0.3610048596704956,-0.2842288114839142,-0.486123641911272,-0.6858866249126978,0.46310051086022386,2.489181070167653,-0.22654074517991973,0.018753909046533936,0.2817201338663717,-0.41861210749003763,-1.1522702122078046,0,0,0,0,0,1,1,0,1,0
1227,-0.686637320771307,-0.6504492534945548,-1.1876400056325518,-0.4854130079444641,-0.6072732556138208,-0.1682363419597184,-1.2936521807974586,-0.7504503290950897,-0.5687196185467573,-0.3263659507235479,-0.13046347152923427,2.3888463379521307,1.4350747687367187,0,0,0,1,0,0,1,0,1,0
1231,-0.6910686684368205,-0.6504492534945548,-0.5612869425595889,-0.6614491798474453,-0.6315031783543306,-0.6858866249126978,-0.05650239793993573,-1.1104093734576166,-0.9108984919135951,-0.7865257637503237,-0.13046347152923427,-0.41861210749003763,1.4350747687367187,0,0,0,0,0,1,1,0,1,0
1233,-0.655617887112713,-0.6321398634970958,-0.9515841187967754,-0.5860051061747391,-0.5830433328733111,-0.1682363419597184,-0.5513623110829449,-0.7504503290950897,-0.9108984919135951,-0.7290057871219767,1.1060873446575836,-0.41861210749003763,1.1846865447743455,0,0,0,1,0,0,1,0,1,0
1234,-0.6999313637678474,-0.6870680334894731,-0.5933256667501952,-0.6614491798474453,-0.6315031783543306,-0.6858866249126978,1.4627175354091024,-1.1104093734576166,-0.9108984919135951,-0.6331391594080651,0.2817201338663717,-0.41861210749003763,0.600447355528808,0,0,0,0,0,1,1,0,1,0
1235,0.5009638535862941,0.41149536635807304,0.49834791923072563,-0.6614491798474453,2.906065541760095,0.8670642239462404,1.5814839145634245,1.409303937080072,-0.22654074517991973,-0.5564458572369358,0.2817201338663717,-0.41861210749003763,0.18313364892485265,0,0,0,1,0,0,1,0,1,0
1237,1.0947644407650947,1.1255615762589781,1.3046691275389521,-0.2842288114839142,0.07116458112045254,-0.6858866249126978,0.42351171780878316,0.3294268039924911,1.142174748287431,0.613127000872786,-1.3670142877160523,-0.41861210749003763,0.2665963902456437,0,0,0,1,0,0,0,1,1,0
1238,-0.6822059731057936,-0.5405929135098003,-0.9410377058462517,-0.5608570816171703,-0.6557331010948404,-0.6858866249126978,-0.03175940228278527,-1.1104093734576166,-0.9108984919135951,-0.7673524382075414,1.1060873446575836,-0.41861210749003763,1.6854629926990918,0,0,0,1,0,0,1,0,1,0
1240,-0.7309507974264414,-0.6321398634970958,-1.0602441310142932,-0.5105610325020329,-0.5103535646517818,-0.6858866249126978,0.9480632257403728,-1.1104093734576166,-0.9108984919135951,-0.7865257637503237,0.6939037392619777,-0.41861210749003763,1.2681492860951367,0,0,1,0,0,0,1,0,1,0
1243,0.45665037693115973,1.1621803562538962,0.5494021455593975,0.6211000725885605,-0.6557331010948404,-0.6858866249126978,1.4033343458319414,-1.1104093734576166,0.11563812818691793,0.018753909046533936,-1.779197893111658,-0.41861210749003763,-1.819972142774133,0,0,0,0,1,0,1,0,1,0
1244,-0.20362042523034238,-0.4673553535199639,-0.9813058280209788,-0.43511695882932666,-0.3649740282087232,0.8670642239462404,-1.6845915121804358,0.689385848355018,-0.22654074517991973,0.018753909046533936,1.1060873446575836,-0.41861210749003763,0.7673728381703901,0,0,0,0,0,1,1,0,1,0
1245,-0.726519449760928,-0.668758643492014,-2.018090128418492,-0.6363011552898765,-0.6315031783543306,6.561217336429014,1.5418951215119838,-1.4703684178201437,-0.9108984919135951,-0.8248724148358884,6.052290609404856,-0.41861210749003763,0.18313364892485265,0,0,0,1,0,0,1,0,1,0
1246,-0.6600492347782264,-0.5405929135098003,-1.7875870877953017,-0.23393276236877672,-0.02575510984158651,0.8670642239462404,-1.0858110172773947,-0.3904912847325628,-0.22654074517991973,-0.07711271866737769,1.5182709500531897,-0.41861210749003763,1.9358512166614652,0,0,1,0,0,0,1,0,1,0
1248,-0.7220881020954145,-0.6870680334894731,-1.2711723900247685,-0.6614491798474453,-0.6557331010948404,-0.6858866249126978,1.2697221692833287,-1.1104093734576166,-0.9108984919135951,-0.8248724148358884,1.1060873446575836,-0.41861210749003763,0.35005913156643476,0,0,0,0,0,1,1,0,1,0
1250,1.5378992073164384,0.008688786413972794,0.7079578766223856,0.06784353232204816,0.04693465837994278,-0.6858866249126978,0.23546495081443966,-0.03053224037003586,-0.22654074517991973,-0.0004194164962483906,-0.9548306823204462,2.3888463379521307,-0.3176427989998938,0,0,0,0,0,1,0,1,0,1
1259,3.4522413988182428,3.3226883759540704,0.9749738772333738,0.9228763672793854,3.9237222968615053,-0.6858866249126978,0.18103036036870868,-0.03053224037003586,1.4843536216542685,1.5717932780119024,-1.3670142877160523,-0.41861210749003763,0.01620816628327049,0,0,0,1,0,0,0,1,0,1
1261,2.2380521384675616,-0.26595206354791373,1.5356116020350807,-0.23393276236877672,0.1680842720824916,-0.6858866249126978,-0.24454916493427922,0.689385848355018,-0.22654074517991973,0.13379386230322787,-1.3670142877160523,2.3888463379521307,1.1846865447743455,0,0,0,0,0,1,0,1,1,0
1262,1.099195788430608,0.9607770662818461,0.8470187231404661,0.6211000725885605,1.0161315680003333,-0.6858866249126978,0.7303248639574488,1.049344892717545,1.8265324950211062,-0.13463269529572466,-0.9548306823204462,-0.41861210749003763,1.1012238034535544,0,0,0,0,1,0,1,0,0,1
1265,1.1656660034133097,2.7184785060379197,1.2616445565248835,3.3873827739211215,3.2452844601272317,-1.203536907865677,0.4433061143345035,-0.03053224037003586,1.4843536216542685,-0.3263659507235479,-1.779197893111658,2.3888463379521307,0.5169846142080169,0,0,0,1,0,0,0,1,0,1
1267,-0.6999313637678474,-0.5772116935047185,-1.3019727096643663,-0.5608570816171703,-0.4618937191707623,0.349413940993261,-0.7542548754715787,-0.7504503290950897,-0.5687196185467573,-0.2304993230096363,0.6939037392619777,-0.41861210749003763,0.09967090760406157,0,0,0,1,0,0,1,0,1,0
1269,1.9677399308712418,0.11854512639872741,1.3277993286690781,-0.007600541350658057,-0.21959449176566462,-0.6858866249126978,1.710147491980607,0.689385848355018,1.142174748287431,0.19131383893157486,-1.3670142877160523,-0.41861210749003763,-0.9018819882454313,0,1,0,0,0,0,1,0,1,0
1270,-0.2789533355440708,0.22840146638348202,0.14815907103265225,0.2941757533401668,-0.4376637964302525,-0.1682363419597184,1.3390025571233501,1.049344892717545,0.11563812818691793,-0.11545936975294234,-0.5426470769248403,-0.41861210749003763,-2.0703603667365065,0,0,0,1,0,0,1,0,1,0
