,PageValues,ExitRates,ProductRelated,Administrative,VisitorType,Informational,SpecialDay,Month,Revenue
1815,7.964649501,0.023502303999999998,27,2,Returning_Visitor,2,0.0,Mar,False
1816,0.0,0.016666667,10,3,Returning_Visitor,0,0.0,Mar,False
1817,0.0,0.15,4,0,Returning_Visitor,0,0.0,Mar,False
1818,0.0,0.1,13,0,Returning_Visitor,0,0.0,Mar,False
1819,0.0,0.06,5,0,Returning_Visitor,0,0.0,Mar,False
1820,0.0,0.027999999999999997,24,0,Returning_Visitor,1,0.0,Mar,False
1821,0.0,0.1,2,0,Returning_Visitor,0,0.0,Mar,False
1822,0.0,0.003846154,50,5,New_Visitor,3,0.0,Mar,False
1823,0.0,0.004594595,62,7,Returning_Visitor,5,0.0,Mar,False
1824,12.55220741,0.034403292,26,2,Returning_Visitor,0,0.0,Mar,True
1825,0.0,0.004013317,115,3,Returning_Visitor,0,0.0,Mar,False
1826,3.3323333330000002,0.043712340999999995,43,12,Returning_Visitor,3,0.0,Mar,False
1827,0.0,0.011111111000000002,10,2,New_Visitor,0,0.0,Mar,False
1828,0.0,0.027058824,17,0,Returning_Visitor,0,0.0,Mar,False
1829,50.66498303,0.009375,30,3,Returning_Visitor,0,0.0,Mar,False
1830,0.0,0.028571429,7,0,Returning_Visitor,0,0.0,Mar,False
1831,0.0,0.00952381,7,0,Returning_Visitor,0,0.0,Mar,False
1832,0.0,0.025,4,0,Returning_Visitor,0,0.0,Mar,False
1833,0.0,0.027160494,41,2,Returning_Visitor,3,0.0,Mar,False
1834,0.0,0.009090909,10,1,Returning_Visitor,0,0.0,Mar,False
1835,2.3976,0.026428571,17,3,Returning_Visitor,0,0.0,Mar,False
1836,0.0,0.031481481,18,0,Returning_Visitor,0,0.0,Mar,False
1837,6.938235354,0.021511104,31,3,Returning_Visitor,4,0.0,Mar,False
1838,0.0,0.1,4,0,Returning_Visitor,0,0.0,Mar,False
1839,0.0,0.2,1,0,Returning_Visitor,0,0.0,Mar,False
1840,0.0,0.025,7,3,New_Visitor,0,0.0,Mar,False
1841,0.0,0.023423423,37,0,Returning_Visitor,0,0.0,Mar,False
1842,39.7173,0.014666667,27,2,Returning_Visitor,2,0.0,Mar,True
1843,0.0,0.1,4,0,Returning_Visitor,0,0.0,Mar,False
1844,0.0,0.031111111,30,0,Returning_Visitor,0,0.0,Mar,False
1845,19.92584938,0.008,46,4,New_Visitor,1,0.0,Mar,False
1846,0.0,0.039251601000000004,54,7,Returning_Visitor,0,0.0,Mar,False
1847,0.0,0.016666667,7,0,Returning_Visitor,0,0.0,Mar,False
1848,0.0,0.015384615,13,0,Returning_Visitor,0,0.0,Mar,False
1849,0.0,0.030769231,8,5,Returning_Visitor,0,0.0,Mar,False
1850,0.0,0.1,2,0,Returning_Visitor,0,0.0,Mar,False
1851,30.09281343,0.010365854,73,10,Returning_Visitor,4,0.0,Mar,False
1852,0.0,0.0125,5,3,New_Visitor,0,0.0,Mar,False
1853,0.0,0.055555556,9,0,Returning_Visitor,0,0.0,Mar,False
1854,0.0,0.025,6,2,Returning_Visitor,0,0.0,Mar,False
1855,6.467831696,0.010905045,328,8,Returning_Visitor,3,0.0,Mar,False
1856,31.54642738,0.013461538,19,5,Returning_Visitor,1,0.0,Mar,True
1857,0.0,0.003225806,61,1,Returning_Visitor,0,0.0,Mar,False
1858,0.0,0.011111111000000002,10,1,Returning_Visitor,0,0.0,Mar,False
1859,0.0,0.02,10,0,Returning_Visitor,0,0.0,Mar,False
1860,44.71103438,0.005555556,33,5,New_Visitor,0,0.0,Mar,True
1861,0.0,0.00515873,11,2,Returning_Visitor,1,0.0,Mar,False
1862,0.0,0.014285714,7,0,Returning_Visitor,0,0.0,Mar,False
1863,0.0,0.066666667,3,0,Returning_Visitor,0,0.0,Mar,False
1864,0.0,0.008,2,4,New_Visitor,0,0.0,Mar,False
1865,0.0,0.065189145,23,8,Returning_Visitor,3,0.0,Mar,False
1866,0.0,0.2,1,0,Returning_Visitor,0,0.0,Mar,False
1867,0.0,0.042857143,12,2,Returning_Visitor,1,0.0,Mar,False
1868,0.0,0.0125,9,0,New_Visitor,0,0.0,Mar,False
1869,0.0,0.066666667,3,2,Returning_Visitor,0,0.0,Mar,False
1870,0.0,0.025,5,4,New_Visitor,0,0.0,Mar,False
1871,0.0,0.047107438,11,0,Returning_Visitor,0,0.0,Mar,False
1872,0.0,0.054166667,15,1,Returning_Visitor,0,0.0,Mar,False
1873,0.0,0.028571429,6,5,Returning_Visitor,0,0.0,Mar,False
1874,10.32166068,0.012941176,31,1,Returning_Visitor,3,0.0,Mar,False
1875,0.0,0.012,49,0,Returning_Visitor,1,0.0,Mar,False
1876,0.0,0.007603276,34,4,Returning_Visitor,2,0.0,Mar,False
1877,0.0,0.071428571,7,0,Returning_Visitor,0,0.0,Mar,False
1878,0.0,0.020767196,40,6,Returning_Visitor,0,0.0,Mar,False
1879,0.0,0.1,10,0,Returning_Visitor,0,0.0,Mar,False
1880,0.0,0.005367521,56,4,Returning_Visitor,1,0.0,Mar,False
1881,0.0,0.0125,16,1,Returning_Visitor,0,0.0,Mar,False
1882,0.0,0.031111111,31,0,Returning_Visitor,0,0.0,Mar,False
1883,9.938399233,0.037464387,34,2,Returning_Visitor,0,0.0,Mar,False
1884,0.0,0.022222222000000003,9,0,Returning_Visitor,0,0.0,Mar,False
1885,0.0,0.016666667,10,4,New_Visitor,0,0.0,Mar,False
1886,0.0,0.146666667,5,0,Returning_Visitor,0,0.0,Mar,False
1887,0.0,0.009090909,23,0,New_Visitor,0,0.0,Mar,False
1888,0.0,0.008333333,9,3,Returning_Visitor,0,0.0,Mar,False
1889,0.0,0.2,1,0,Returning_Visitor,0,0.0,Mar,False
1890,0.0,0.004761905,19,3,New_Visitor,1,0.0,Mar,False
1891,1.660118182,0.021974359,53,4,Returning_Visitor,0,0.0,Mar,True
1892,0.0,0.002272727,53,3,Returning_Visitor,0,0.0,Mar,False
1893,0.0,0.1,2,0,Returning_Visitor,0,0.0,Mar,False
1894,0.0,0.05,2,2,New_Visitor,0,0.0,Mar,False
1895,0.0,0.0034615379999999997,18,6,New_Visitor,5,0.0,Mar,False
1896,0.0,0.2,2,0,Returning_Visitor,0,0.0,Mar,False
1897,0.0,0.041333333,15,0,Returning_Visitor,0,0.0,Mar,False
1898,0.0,0.05,3,1,Returning_Visitor,2,0.0,Mar,False
1899,0.0,0.1,2,0,Returning_Visitor,0,0.0,Mar,False
1900,0.0,0.037575758,25,9,Returning_Visitor,0,0.0,Mar,False
1901,39.65538156,0.009722221999999999,39,13,Returning_Visitor,3,0.0,Mar,True
1902,0.0,0.0265625,32,0,Returning_Visitor,0,0.0,Mar,False
1903,29.01038502,0.005788982,48,5,New_Visitor,1,0.0,Mar,False
1904,45.829314399999994,0.001086957,44,1,New_Visitor,4,0.0,Mar,True
1905,12.53314286,0.016666667,16,4,Returning_Visitor,0,0.0,Mar,True
1906,0.0,0.01,8,1,Returning_Visitor,0,0.0,Mar,False
1907,0.0,0.033333333,6,0,Returning_Visitor,0,0.0,Mar,False
1908,0.0,0.05,4,0,Returning_Visitor,0,0.0,Mar,False
1909,0.0,0.022222222000000003,9,0,Returning_Visitor,0,0.0,Mar,False
1910,0.0,0.2,2,0,Returning_Visitor,0,0.0,Mar,False
1911,0.0,0.018030303,53,4,Returning_Visitor,0,0.0,Mar,False
1912,0.0,0.011111111000000002,7,2,New_Visitor,0,0.0,Mar,False
1913,0.0,0.004761905,15,6,New_Visitor,10,0.0,Mar,False
1914,0.0,0.064444444,12,5,Returning_Visitor,2,0.0,Mar,False
1915,0.0,0.166666667,5,0,Returning_Visitor,0,0.0,Mar,False
1916,0.0,0.015277778,24,0,Returning_Visitor,0,0.0,Mar,False
1917,0.0,0.008888889,15,1,Returning_Visitor,2,0.0,Mar,False
1918,10.3572,0.029142857,25,1,Returning_Visitor,0,0.0,Mar,True
1919,20.85956757,0.005405405,33,5,New_Visitor,0,0.0,Mar,True
1920,0.0,0.005357143000000001,14,3,Returning_Visitor,0,0.0,Mar,False
1921,0.0,0.0016666670000000001,30,4,New_Visitor,0,0.0,Mar,False
1922,0.0,0.0625,8,0,Returning_Visitor,0,0.0,Mar,False
1923,54.24886418,0.019047619,54,8,Returning_Visitor,0,0.0,Mar,False
1924,0.0,0.028205128,13,0,Returning_Visitor,0,0.0,Mar,False
1925,0.0,0.2,1,0,Returning_Visitor,0,0.0,Mar,False
1926,0.0,0.029047619,14,0,Returning_Visitor,0,0.0,Mar,False
1927,0.0,0.021924602999999997,18,0,Returning_Visitor,0,0.0,Mar,False
1928,0.0,0.005263158,18,2,Returning_Visitor,0,0.0,Mar,False
1929,14.0292,0.04,10,0,New_Visitor,0,0.0,Mar,True
1930,0.0,0.060714286,7,0,Returning_Visitor,0,0.0,Mar,False
1931,0.0,0.2,1,0,Returning_Visitor,0,0.0,Mar,False
1932,0.0,0.008888889,30,0,Returning_Visitor,0,0.0,Mar,False
1933,0.0,0.2,1,0,Returning_Visitor,0,0.0,Mar,False
1934,0.0,0.031818182,22,0,Returning_Visitor,0,0.0,Mar,False
1935,0.0,0.012857143,63,9,Returning_Visitor,1,0.0,Mar,False
1936,0.0,0.023772222000000003,79,1,Returning_Visitor,1,0.0,Mar,False
1937,0.0,0.022105262999999997,19,1,Returning_Visitor,0,0.0,Mar,False
1938,0.0,0.1,1,1,Returning_Visitor,0,0.0,Mar,False
1939,0.0,0.009285714,33,4,Returning_Visitor,0,0.0,Mar,False
1940,0.0,0.046666667,12,2,Returning_Visitor,0,0.0,Mar,False
1941,88.78460596,0.022222222000000003,10,0,Returning_Visitor,0,0.0,Mar,True
1942,0.0,0.010563841000000001,52,7,Returning_Visitor,0,0.0,Mar,False
1943,0.0,0.15,2,0,Returning_Visitor,0,0.0,Mar,False
1944,0.0,0.0037037040000000004,53,3,Returning_Visitor,0,0.0,Mar,False
1945,0.0,0.033333333,6,0,Returning_Visitor,0,0.0,Mar,False
1946,0.0,0.015384615,8,5,Returning_Visitor,0,0.0,Mar,False
1947,0.0,0.013333333000000001,16,3,Returning_Visitor,0,0.0,Mar,False
1948,0.0,0.0875,8,0,Returning_Visitor,0,0.0,Mar,False
1949,0.0,0.2,1,0,Returning_Visitor,0,0.0,Mar,False
1950,0.0,0.2,1,0,Returning_Visitor,0,0.0,Mar,False
1951,0.0,0.033333333,5,1,Returning_Visitor,0,0.0,Mar,False
1952,0.0,0.0035087720000000003,16,3,Returning_Visitor,0,0.0,Mar,False
1953,0.0,0.03125,8,3,Returning_Visitor,0,0.0,Mar,False
1954,0.0,0.016666667,12,0,Returning_Visitor,0,0.0,Mar,False
1955,0.0,0.03245614,37,0,Returning_Visitor,1,0.0,Mar,False
1956,0.0,0.013333333000000001,5,1,New_Visitor,0,0.0,Mar,False
1957,0.0,0.002666667,71,9,New_Visitor,4,0.0,Mar,False
1958,0.0,0.02,25,5,Returning_Visitor,0,0.0,Mar,False
1959,0.0,0.025,6,0,Returning_Visitor,2,0.0,Mar,False
1960,0.0,0.011764706000000002,12,5,New_Visitor,0,0.0,Mar,False
1961,0.0,0.0625,8,0,Returning_Visitor,0,0.0,Mar,False
1962,0.0,0.011111111000000002,6,0,Returning_Visitor,0,0.0,Mar,False
1963,27.38224222,0.022222222000000003,31,7,Returning_Visitor,0,0.0,Mar,True
1964,0.0,0.015384615,11,3,Returning_Visitor,0,0.0,Mar,False
1965,0.0,0.062745098,17,0,Returning_Visitor,0,0.0,Mar,False
1966,0.0,0.035294118,17,0,Returning_Visitor,0,0.0,Mar,False
1967,17.12545455,0.012121212,24,0,Returning_Visitor,0,0.0,Mar,True
1968,9.053081561,0.01344086,32,0,Returning_Visitor,0,0.0,Mar,True
1969,0.0,0.0125,16,0,Returning_Visitor,0,0.0,Mar,False
1970,0.0,0.028571429,6,2,Returning_Visitor,0,0.0,Mar,False
1971,0.0,0.007986111,24,1,Returning_Visitor,1,0.0,Mar,False
1972,0.0,0.066666667,3,3,New_Visitor,0,0.0,Mar,False
1973,0.0,0.011565933999999998,60,3,Returning_Visitor,0,0.0,Mar,False
1974,0.0,0.04,5,0,Returning_Visitor,0,0.0,Mar,False
1975,0.0,0.017361111000000002,19,8,Returning_Visitor,1,0.0,Mar,False
1976,0.0,0.05,4,0,Returning_Visitor,0,0.0,Mar,False
1977,0.0,0.0375,16,0,Returning_Visitor,1,0.0,Mar,False
1978,0.0,0.088888889,9,0,Returning_Visitor,0,0.0,Mar,False
1979,0.0,0.037681159,21,7,Returning_Visitor,0,0.0,Mar,False
1980,0.0,0.066666667,3,0,Returning_Visitor,0,0.0,Mar,False
1981,0.0,0.014285714,7,0,Returning_Visitor,0,0.0,Mar,False
1982,0.0,0.021568627000000003,14,6,Returning_Visitor,1,0.0,Mar,False
1983,33.32834503,0.016666667,10,2,New_Visitor,0,0.0,Mar,True
1984,9.517421053,0.022556391000000002,34,9,Returning_Visitor,0,0.0,Mar,True
1985,6.284044913,0.018888889,21,1,Returning_Visitor,0,0.0,Mar,True
1986,0.0,0.029684227999999997,46,0,Returning_Visitor,1,0.0,Mar,False
1987,0.0,0.027777778,18,0,Returning_Visitor,0,0.0,Mar,False
1988,0.0,0.015384615,7,12,Returning_Visitor,0,0.0,Mar,False
1989,4.4653983539999995,0.018485839,41,13,Returning_Visitor,0,0.0,Mar,False
1990,0.0,0.003333333,16,1,New_Visitor,4,0.0,Mar,False
1991,0.0,0.1,2,0,Returning_Visitor,0,0.0,Mar,False
1992,0.0,0.006666666999999999,28,2,New_Visitor,0,0.0,Mar,False
1993,0.0,0.2,1,0,Returning_Visitor,0,0.0,Mar,False
1994,0.0,0.003225806,29,2,Returning_Visitor,0,0.0,Mar,False
1995,0.0,0.031501832,93,0,Returning_Visitor,0,0.0,Mar,False
1996,9.09277193,0.015614035,38,1,Returning_Visitor,0,0.0,Mar,True
1997,57.96417654,0.022222222000000003,15,4,New_Visitor,0,0.0,Mar,True
1998,0.0,0.014285714,13,1,Returning_Visitor,0,0.0,Mar,False
1999,0.0,0.009090909,22,3,Returning_Visitor,0,0.0,Mar,False
2000,2.8423070110000004,0.01644733,45,8,Returning_Visitor,6,0.0,Mar,False
2001,10.782,0.015555556000000002,12,4,Returning_Visitor,1,0.0,Mar,True
2002,0.0,0.091666667,4,0,Returning_Visitor,0,0.0,Mar,False
2003,0.0,0.025,8,0,Returning_Visitor,0,0.0,Mar,False
2004,0.0,0.014814815,27,1,Returning_Visitor,0,0.0,Mar,False
2005,0.0,0.089285714,7,0,Returning_Visitor,0,0.0,Mar,False
2006,49.47040982,0.006734694,40,6,Returning_Visitor,6,0.0,Mar,True
2007,0.0,0.1,2,0,Returning_Visitor,0,0.0,Mar,False
2008,0.0,0.012301587,28,3,Returning_Visitor,4,0.0,Mar,False
2009,0.0,0.133333333,6,0,Returning_Visitor,0,0.0,Mar,False
2010,0.0,0.0074074069999999995,22,4,New_Visitor,3,0.0,Mar,False
2011,6.548011382,0.024837397999999997,76,6,Returning_Visitor,3,0.0,Mar,False
2012,1.816474074,0.010251724,52,9,Returning_Visitor,2,0.0,Mar,True
2013,0.0,0.05,8,0,Returning_Visitor,0,0.0,Mar,False
2014,14.63957834,0.010416667,47,2,Returning_Visitor,0,0.0,Mar,False
2015,5.576720936,0.00755102,45,8,Returning_Visitor,8,0.0,Mar,True
2016,0.0,0.006589146999999999,41,4,Returning_Visitor,3,0.0,Mar,False
2017,0.0,0.030662021,35,9,Returning_Visitor,0,0.0,Mar,False
2018,0.0,0.025,8,0,Returning_Visitor,0,0.0,Mar,False
2019,0.0,0.1,2,0,Returning_Visitor,0,0.0,Mar,False
2020,0.0,0.0125,16,1,Returning_Visitor,0,0.0,Mar,False
2021,0.0,0.03125,16,0,Returning_Visitor,1,0.0,Mar,False
2022,0.0,0.005714286,5,2,Returning_Visitor,0,0.0,Mar,False
2023,0.0,0.066666667,3,0,Returning_Visitor,0,0.0,Mar,False
2024,109.9124051,0.005970149,68,0,Returning_Visitor,0,0.0,Mar,True
2025,0.0,0.020833333,8,0,Returning_Visitor,0,0.0,Mar,False
2026,0.0,0.1,4,0,Returning_Visitor,0,0.0,Mar,False
2027,0.0,0.018181818,11,4,Returning_Visitor,0,0.0,Mar,False
2028,0.0,0.075,8,0,Returning_Visitor,0,0.0,Mar,False
2029,0.0,0.2,2,0,Returning_Visitor,0,0.0,Mar,False
2030,0.0,0.019230768999999998,6,1,Returning_Visitor,6,0.0,Mar,False
2031,0.0,0.036666667,12,13,Returning_Visitor,0,0.0,Mar,False
2032,0.0,0.007239056999999999,96,5,Returning_Visitor,0,0.0,Mar,False
2033,0.0,0.014035088000000001,17,2,Returning_Visitor,0,0.0,Mar,False
2034,44.73466667,0.023333332999999998,12,2,Returning_Visitor,0,0.0,Mar,True
2035,0.0,0.00952381,24,0,Returning_Visitor,0,0.0,Mar,False
2036,0.0,0.012179487,21,6,Returning_Visitor,0,0.0,Mar,False
2037,0.0,0.075,4,0,Returning_Visitor,0,0.0,Mar,False
2038,0.0,0.2,1,0,Returning_Visitor,0,0.0,Mar,False
2039,0.0,0.1,1,0,Returning_Visitor,0,0.0,Mar,False
2040,5.770959977,0.027362361,75,2,Returning_Visitor,1,0.0,Mar,False
2041,3.795661017,0.013192815,52,7,Returning_Visitor,1,0.0,Mar,False
2042,0.0,0.016666667,29,2,Returning_Visitor,0,0.0,Mar,False
2043,0.0,0.02,10,0,Returning_Visitor,0,0.0,Mar,False
2044,0.0,0.005555556,7,5,New_Visitor,0,0.0,Mar,False
2045,17.34893623,0.001799477,160,13,Returning_Visitor,8,0.0,Mar,True
2046,0.0,0.1,1,0,Returning_Visitor,0,0.0,Mar,False
2047,0.0,0.066666667,3,0,Returning_Visitor,0,0.0,Mar,False
2048,0.0,0.1,7,0,Returning_Visitor,0,0.0,Mar,False
2049,0.0,0.016666667,12,0,Returning_Visitor,0,0.0,Mar,False
2050,0.0,0.066666667,3,0,Returning_Visitor,0,0.0,Mar,False
2051,0.0,0.015740741000000003,86,5,Returning_Visitor,0,0.0,Mar,False
2052,0.0,0.2,1,0,Returning_Visitor,0,0.0,Mar,False
2053,0.0,0.1125,7,2,Returning_Visitor,0,0.0,Mar,False
2054,0.0,0.1,3,0,Returning_Visitor,0,0.0,Mar,False
2055,0.0,0.105,8,0,Returning_Visitor,0,0.0,Mar,False
2056,0.0,0.2,1,0,Returning_Visitor,0,0.0,Mar,False
2057,0.0,0.2,1,0,Returning_Visitor,0,0.0,Mar,False
2058,0.0,0.025,6,3,New_Visitor,0,0.0,Mar,False
2059,0.0,0.022222222000000003,9,0,Returning_Visitor,0,0.0,Mar,False
2060,0.0,0.05,2,0,Returning_Visitor,0,0.0,Mar,False
2061,0.0,0.2,1,0,Returning_Visitor,0,0.0,Mar,False
2062,0.0,0.01,31,4,New_Visitor,0,0.0,Mar,False
2063,0.0,0.015555556000000002,42,4,Returning_Visitor,0,0.0,Mar,False
2064,16.1728,0.017977208,20,9,Returning_Visitor,2,0.0,Mar,True
2065,0.0,0.009090909,18,4,New_Visitor,0,0.0,Mar,False
2066,1.592774194,0.011505376000000001,31,2,Returning_Visitor,1,0.0,Mar,True
2067,54.67634844,0.00058651,32,0,Returning_Visitor,0,0.0,Mar,True
2068,0.0,0.1625,5,0,Returning_Visitor,0,0.0,Mar,False
2069,0.0,0.00952381,19,7,Returning_Visitor,0,0.0,Mar,False
2070,91.98,0.01,20,5,Returning_Visitor,1,0.0,Mar,True
2071,0.0,0.0021596239999999997,66,5,Returning_Visitor,1,0.0,Mar,False
2072,11.99264025,0.007692308,27,0,Returning_Visitor,0,0.0,Mar,True
2073,33.33074497,0.005636724,150,4,Returning_Visitor,1,0.0,Mar,False
2074,0.0,0.016129031999999998,31,0,Returning_Visitor,0,0.0,Mar,False
2075,39.85866667,0.017647059,17,0,Returning_Visitor,1,0.0,Mar,True
2076,19.996,0.073333333,15,1,Returning_Visitor,0,0.0,Mar,True
2077,0.0,0.0125,22,2,Returning_Visitor,0,0.0,Mar,False
2078,0.0,0.11428571400000001,6,1,Returning_Visitor,0,0.0,Mar,False
2079,0.0,0.028125,13,5,Returning_Visitor,0,0.0,Mar,False
2080,0.0,0.006666666999999999,27,3,New_Visitor,1,0.0,Mar,False
2081,0.0,0.05,4,0,Returning_Visitor,0,0.0,Mar,False
2082,0.0,0.033333333,6,0,Returning_Visitor,0,0.0,Mar,False
2083,0.0,0.0875,6,0,Returning_Visitor,0,0.0,Mar,False
2084,26.12015415,0.020784313999999998,13,1,Returning_Visitor,0,0.0,Mar,True
2085,0.0,0.006896551999999999,27,2,New_Visitor,3,0.0,Mar,False
2086,24.75047619,0.002380952,21,1,New_Visitor,0,0.0,Mar,True
2087,0.0,0.005263158,19,0,Returning_Visitor,0,0.0,Mar,False
2088,0.0,0.02,10,0,Returning_Visitor,0,0.0,Mar,False
2089,0.0,0.2,1,0,Returning_Visitor,0,0.0,Mar,False
2090,0.0,0.0125,16,3,Returning_Visitor,0,0.0,Mar,False
2091,54.98,0.005128205,15,0,Returning_Visitor,0,0.0,May,True
2092,0.0,0.001449275,24,0,Returning_Visitor,0,0.8,May,False
2093,5.638103093,0.015307716,95,2,Returning_Visitor,1,0.0,May,True
2094,0.0,0.1,4,0,Returning_Visitor,0,0.0,May,False
2095,0.0,0.024719927000000003,77,0,Returning_Visitor,0,0.6,May,False
2096,0.0,0.012319347,130,0,Returning_Visitor,0,0.0,May,False
2097,0.0,0.2,1,0,Returning_Visitor,0,0.0,May,False
2098,11.51923077,0.007692308,25,5,New_Visitor,0,0.0,May,True
2099,0.0,0.047222222,21,3,Returning_Visitor,0,0.0,May,False
2100,0.0,0.025641026,13,0,Returning_Visitor,0,0.0,May,False
2101,0.0,0.064705882,17,0,Returning_Visitor,0,0.8,May,False
2102,0.0,0.177777778,9,0,Returning_Visitor,0,0.0,May,False
2103,0.0,0.039305682,83,7,Returning_Visitor,3,0.4,May,False
2104,0.0,0.2,2,0,Returning_Visitor,0,0.6,May,False
2105,0.0,0.002564103,28,1,New_Visitor,0,0.0,May,False
2106,0.0,0.2,1,0,Returning_Visitor,0,0.0,May,False
2107,0.0,0.0210895,151,1,Returning_Visitor,0,0.6,May,False
2108,14.6895,0.025,12,0,Returning_Visitor,0,0.6,May,True
2109,0.0,0.023321256000000002,57,3,Returning_Visitor,0,0.0,May,False
2110,6.7485,0.033973374,58,6,Returning_Visitor,2,0.0,May,True
2111,0.0,0.002631579,77,4,Returning_Visitor,0,0.0,May,False
2112,0.0,0.091666667,8,1,Returning_Visitor,3,0.0,May,False
2113,0.0,0.033333333,5,2,Returning_Visitor,0,0.0,May,False
2114,0.0,0.025,10,2,New_Visitor,0,0.0,May,False
2115,20.245369699999998,0.009090909,51,6,Returning_Visitor,1,0.0,May,False
2116,0.0,0.05,8,0,Returning_Visitor,0,0.0,May,False
2117,0.0,0.075,8,0,Returning_Visitor,0,0.0,May,False
2118,17.991,0.011458333000000001,16,1,Returning_Visitor,0,0.0,May,False
2119,0.0,0.1,2,0,Returning_Visitor,0,0.0,May,False
2120,0.0,0.013513513999999999,34,4,Returning_Visitor,0,0.6,May,False
2121,0.0,0.08,5,0,Returning_Visitor,0,0.6,May,False
2122,10.94723077,0.042307692,21,3,Returning_Visitor,0,0.6,May,True
2123,0.0,0.0125,5,3,Returning_Visitor,0,0.0,May,False
2124,0.0,0.030701753999999998,19,0,Returning_Visitor,0,0.8,May,False
2125,0.0,0.025,13,3,New_Visitor,0,0.0,May,False
2126,0.0,0.026666667,13,2,New_Visitor,0,0.0,May,False
2127,0.0,0.079487179,13,0,Returning_Visitor,0,0.6,May,False
2128,0.0,0.024390244,79,3,Returning_Visitor,0,0.0,May,False
2129,0.0,0.1,2,0,Returning_Visitor,0,0.8,May,False
2130,0.0,0.2,1,0,Returning_Visitor,0,0.0,May,False
2131,46.00643478,0.008695652,23,0,New_Visitor,0,0.0,May,True
2132,8.08269,0.040415616,33,7,Returning_Visitor,7,0.0,May,False
2133,0.0,0.041810345,117,1,Returning_Visitor,0,0.0,May,False
2134,0.0,0.033333333,6,0,Returning_Visitor,0,0.0,May,False
2135,0.0,0.02,5,0,Returning_Visitor,0,0.0,May,False
2136,0.0,0.018181818,12,0,Returning_Visitor,0,0.0,May,False
2137,0.0,0.032432432000000004,36,0,Returning_Visitor,0,0.2,May,False
2138,0.0,0.02254902,18,0,Returning_Visitor,0,0.2,May,False
2139,0.0,0.073076923,13,0,Returning_Visitor,0,0.8,May,False
2140,0.0,0.017058824,28,9,Returning_Visitor,0,1.0,May,False
2141,0.0,0.054545455,22,0,Returning_Visitor,0,0.6,May,False
2142,0.0,0.2,1,0,Returning_Visitor,0,0.0,May,False
2143,0.0,0.019892473,29,4,Returning_Visitor,0,0.0,May,False
2144,32.06509091,0.025289256,19,4,Returning_Visitor,0,0.0,May,False
2145,0.0,0.083333333,13,1,Returning_Visitor,0,0.0,May,False
2146,0.0,0.016666667,6,0,New_Visitor,0,0.0,May,False
2147,0.0,0.031111111,15,0,Returning_Visitor,0,0.6,May,False
2148,0.0,0.123412698,12,0,Returning_Visitor,0,0.4,May,False
2149,0.0,0.045416667,20,0,Returning_Visitor,0,0.0,May,False
2150,0.0,0.004081633,46,2,Returning_Visitor,0,0.8,May,False
2151,0.0,0.2,4,0,Returning_Visitor,0,0.6,May,False
2152,0.0,0.007142857,25,2,Returning_Visitor,1,0.0,May,False
2153,18.11148387,0.034101382,31,2,Returning_Visitor,0,0.0,May,True
2154,0.0,0.055555556,21,0,Returning_Visitor,0,0.0,May,False
2155,0.0,0.14285714300000002,7,0,Returning_Visitor,0,0.0,May,False
2156,0.0,0.033333333,7,0,Returning_Visitor,0,0.6,May,False
2157,0.0,0.086507937,20,0,Returning_Visitor,0,1.0,May,False
2158,0.0,0.1,2,0,Returning_Visitor,0,0.8,May,False
2159,0.0,0.061111110999999996,18,0,Returning_Visitor,0,0.8,May,False
2160,0.0,0.008,25,2,Returning_Visitor,0,0.0,May,False
2161,0.0,0.066666667,45,1,Returning_Visitor,0,0.0,May,False
2162,0.0,0.04,5,0,Returning_Visitor,0,0.0,May,False
2163,0.0,0.11666666699999999,7,1,Returning_Visitor,0,0.8,May,False
2164,26.983125,0.009375,26,7,New_Visitor,0,0.0,May,True
2165,0.0,0.018571429,20,3,Returning_Visitor,0,0.0,May,False
2166,0.0,0.15555555599999998,8,0,Returning_Visitor,0,0.8,May,False
2167,0.0,0.003076923,12,1,Returning_Visitor,0,1.0,May,False
2168,0.0,0.025,4,0,Returning_Visitor,0,0.0,May,False
2169,28.39833333,0.005555556,9,3,New_Visitor,0,0.0,May,True
2170,0.0,0.01875,17,0,Returning_Visitor,0,0.8,May,False
2171,16.82505,0.023,21,0,Returning_Visitor,0,0.0,May,True
2172,0.0,0.2,1,0,Returning_Visitor,0,0.6,May,False
2173,0.0,0.046203704000000005,36,3,Returning_Visitor,0,0.0,May,False
2174,20.39448649,0.0040540540000000005,36,3,Returning_Visitor,0,0.0,May,True
2175,0.0,0.2,1,0,Returning_Visitor,0,0.0,May,False
2176,0.0,0.15,1,0,Returning_Visitor,0,0.0,May,False
2177,0.0,0.11666666699999999,6,0,Returning_Visitor,0,0.4,May,False
2178,9.609529412,0.028907562999999997,49,3,Returning_Visitor,1,0.6,May,True
2179,0.0,0.016666667,6,0,Returning_Visitor,0,0.0,May,False
2180,0.0,0.020833333,24,0,Returning_Visitor,0,0.4,May,False
2181,2.663333333,0.013571429,28,7,Returning_Visitor,0,0.0,May,True
2182,0.0,0.2,1,0,Returning_Visitor,0,0.0,May,False
2183,0.0,0.1,10,0,Returning_Visitor,0,0.0,May,False
2184,0.0,0.055999999999999994,4,2,Returning_Visitor,0,0.4,May,False
2185,0.0,0.009228841,51,3,Returning_Visitor,2,0.0,May,False
